,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
10,1.0,16.0,20.12,30.0,68.25,1114.85,0.0,0.0,321.92,1436.77,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,3.0,,-118.421314,97318.0,,,,0,0,0,0,0,0,0,0,0,0,0
11,1.0,44.0,4.17,0.0,19.6,780.25,0.0,0.0,183.48,963.73,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,37.424342,-122.165641,13386.0,1.0,21.0,2.0,1,0,0,1,0,0,0,1,0,1,
12,,,25.09,17.0,78.85,876.75,0.0,0.0,301.08,1177.83,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,3.0,37.573633,-122.455167,,1.0,46.0,,1,0,0,0,1,0,0,1,1,0,0
13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,37.540582,,,1.0,49.0,0.0,1,0,1,0,1,0,0,1,1,0,0
14,1.0,72.0,48.44,,82.3,5815.15,,0.0,,9302.83,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,3.0,38.636102,-120.522149,659.0,1.0,40.0,0.0,0,1,1,0,1,0,0,1,1,0,
15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,34.044271,,55668.0,1.0,,3.0,1,0,0,0,1,0,1,0,0,1,2
16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,34.613476,-118.256358,34045.0,1.0,47.0,3.0,1,0,1,0,1,0,0,1,0,1,0
17,1.0,35.0,1.53,57.0,89.7,3165.6,0.0,0.0,,3219.15,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,4.0,37.505768,-121.962472,56126.0,1.0,50.0,3.0,0,1,1,0,1,0,0,1,0,1,0
18,,3.0,23.82,24.0,74.4,215.8,0.0,0.0,71.46000000000001,287.26,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,,37.980057,,90891.0,1.0,,0.0,1,0,0,0,1,0,1,0,1,0,
19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,40.936285,-121.572692,344.0,,,,0,0,0,0,0,0,0,0,0,0,0
20,1.0,40.0,2.03,19.0,84.85,3303.05,0.0,0.0,81.19999999999999,3384.25,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,2.0,33.507255,,46171.0,,64.0,0.0,1,0,1,0,1,0,0,1,1,0,1
21,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,38.803731,-121.043799,,1.0,,0.0,0,1,0,0,1,0,0,1,1,0,
22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33.723579,-118.005441,58764.0,,39.0,0.0,1,0,1,0,1,0,0,1,1,0,2
23,1.0,65.0,19.84,,90.65,5931.0,0.0,,1289.6,7330.6,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,5.0,34.165383,-118.123752,38460.0,1.0,52.0,0.0,0,1,1,0,1,0,0,1,1,0,
24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,36.125529,-120.864443,521.0,1.0,80.0,0.0,0,1,1,0,0,1,0,1,1,0,1
25,1.0,46.0,0.0,52.0,35.05,1620.25,0.0,0.0,0.0,1620.25,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,3.0,38.349195,-121.902943,171.0,1.0,27.0,2.0,1,0,0,1,1,0,0,0,0,0,
26,1.0,,0.0,14.0,34.3,577.15,0.0,0.0,0.0,,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,,37.680844,-122.48131,63337.0,1.0,65.0,0.0,0,1,1,0,0,1,0,0,1,0,
27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,38.805481,-120.13287,25.0,,,,0,0,0,0,0,0,0,0,0,0,
28,,28.0,13.69,12.0,91.25,,0.0,0.0,383.32,2866.9700000000003,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,5.0,38.672638,-121.147403,51855.0,,50.0,0.0,0,0,1,0,1,0,1,0,1,0,0
29,1.0,71.0,20.49,0.0,,1397.3,0.0,0.0,1454.79,2852.09,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3.0,39.084645,-120.894014,8525.0,1.0,28.0,,0,0,0,1,1,0,0,1,0,1,0
30,1.0,60.0,39.41,0.0,25.0,1505.05,0.0,0.0,2364.6,3869.65,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,3.0,,-121.201018,36738.0,,63.0,0.0,1,0,0,0,1,0,1,0,0,0,0
31,1.0,70.0,3.67,28.0,106.15,7475.1,0.0,0.0,256.9,7732.0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4.0,39.003358,-121.022539,,1.0,,3.0,0,1,1,0,1,0,0,1,0,1,
32,1.0,,47.45,5.0,65.75,1111.2,0.0,0.0,806.6500000000001,1917.85,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,4.0,,,,1.0,47.0,0.0,0,1,1,0,1,0,1,0,1,0,0
33,1.0,,12.33,23.0,64.2,2106.3,0.0,0.0,419.22,2525.5200000000004,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,4.0,,-120.02609,1317.0,1.0,74.0,0.0,1,0,1,0,0,1,0,1,1,0,0
34,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,33.876482,,9960.0,1.0,57.0,0.0,1,0,1,0,1,0,1,0,1,0,0
35,,46.0,16.04,26.0,69.1,3255.35,0.0,0.0,737.8399999999999,3993.19,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,,40.524535,-122.647172,,1.0,65.0,0.0,1,0,1,0,0,1,1,0,0,0,0
36,,22.0,36.15,11.0,78.65,1663.75,0.0,0.0,,,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,3.0,37.900662,-122.052782,40917.0,1.0,,2.0,0,1,1,0,0,0,0,0,0,1,
37,,72.0,,30.0,93.05,6735.05,0.0,0.0,96.48,6831.53,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3.0,33.881158,-117.854783,48170.0,1.0,73.0,0.0,0,1,1,0,0,1,0,1,1,0,0
38,1.0,29.0,,,,1442.0,0.0,0.0,,2533.85,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,5.0,33.653338,-117.178271,,,77.0,0.0,0,1,1,0,0,1,0,1,1,0,0
39,1.0,,30.8,27.0,,520.95,0.0,0.0,,767.35,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,4.0,37.873283,-121.292034,5094.0,,,,0,0,0,0,0,0,0,0,0,0,0
40,1.0,1.0,2.24,6.0,70.15,70.15,0.0,,2.24,,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,3.0,33.60693,-117.644253,46227.0,1.0,34.0,,0,0,0,0,1,0,1,0,1,0,1
41,1.0,60.0,22.95,15.0,104.35,6339.45,41.23,,1377.0,7675.22,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,,33.867593,-118.080637,16398.0,,,,0,0,0,0,0,0,0,0,0,0,0
42,1.0,4.0,48.35,24.0,89.2,346.2,,0.0,193.4,539.6,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,,33.848733,-117.788357,,,,,0,0,0,0,0,0,0,0,0,0,1
43,1.0,6.0,6.48,0.0,19.85,119.3,0.0,0.0,38.88,158.18,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3.0,37.252057,,,1.0,40.0,,1,0,1,0,1,0,0,0,0,1,
44,1.0,33.0,27.78,8.0,94.5,,0.0,0.0,,4022.29,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,3.0,,-117.134917,47224.0,1.0,72.0,0.0,0,1,1,0,0,1,0,1,1,0,5
45,1.0,9.0,27.64,29.0,50.1,484.05,0.0,,248.76,732.81,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,,,-118.346766,30852.0,1.0,34.0,2.0,0,1,1,0,1,0,1,0,0,1,0
46,1.0,71.0,4.89,0.0,24.35,1654.6,0.0,0.0,347.19,2001.79,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0
47,1.0,30.0,48.02,24.0,101.5,,0.0,0.0,1440.6,4358.25,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,5.0,,-118.317651,25882.0,1.0,79.0,0.0,0,1,1,0,0,0,0,1,1,0,
48,1.0,44.0,49.57,21.0,,,0.0,100.0,,5985.23,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,,39.170376,,407.0,1.0,54.0,,0,1,1,0,1,0,1,0,1,0,0
49,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39.225634,-121.156163,1601.0,,,,0,0,0,0,0,0,0,0,0,0,4
50,1.0,18.0,43.69,0.0,24.65,471.35,0.0,0.0,786.42,1257.77,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,3.0,34.536232,-118.082935,,,,,0,0,0,0,0,0,0,0,0,0,0
51,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35.710244,,88.0,1.0,58.0,0.0,1,0,1,0,1,0,0,1,1,0,3
52,1.0,36.0,40.54,59.0,92.9,3379.25,0.0,0.0,1459.44,4838.6900000000005,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,3.0,36.635661,-120.288644,1130.0,1.0,,2.0,1,0,0,1,1,0,0,1,0,1,0
53,,72.0,,51.0,,,0.0,80.0,0.0,4558.85,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,4.0,41.163637,,3041.0,,24.0,3.0,0,0,0,1,1,0,0,1,0,1,0
54,1.0,21.0,0.0,26.0,,1011.5,0.0,0.0,0.0,1011.5,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,4.0,37.3511,-122.037311,,1.0,29.0,0.0,0,1,0,1,1,0,0,0,1,0,
55,1.0,69.0,,28.0,85.35,5897.4,0.0,,1274.4299999999998,7171.83,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,3.0,37.424342,-122.165641,13386.0,,,,0,0,0,0,0,0,0,0,0,0,0
56,1.0,,49.66,0.0,20.05,96.8,0.0,0.0,347.62,444.42,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,5.0,,,28098.0,1.0,,,1,0,1,0,1,0,1,0,0,1,0
57,,33.0,35.31,0.0,24.5,740.3,35.05,0.0,1165.23,1870.48,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3.0,38.581354,-122.296283,9423.0,1.0,,0.0,1,0,0,1,1,0,0,1,1,0,4
58,,7.0,25.64,,50.7,350.35,0.0,0.0,179.48000000000002,529.83,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,3.0,33.902045,,47568.0,1.0,20.0,2.0,1,0,0,1,1,0,0,0,0,1,0
59,1.0,55.0,42.82,27.0,85.45,4874.7,0.0,90.0,2355.1,7319.799999999999,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1.0,32.85723,-117.209774,34902.0,1.0,66.0,0.0,1,0,1,0,0,1,0,1,0,0,
60,1.0,4.0,,73.0,80.15,319.85,0.0,0.0,26.0,345.85,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,3.0,34.078991,-118.263804,73686.0,1.0,27.0,0.0,1,0,0,1,1,0,1,0,0,0,0
61,1.0,4.0,49.5,23.0,,424.45,0.0,,198.0,622.45,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,2.0,37.766556,-121.976784,44078.0,1.0,65.0,0.0,0,0,1,0,0,1,0,0,1,0,1
62,1.0,57.0,,15.0,95.3,5567.45,0.0,0.0,,7177.7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,3.0,,-121.737696,5246.0,1.0,75.0,,0,0,1,0,0,1,0,1,0,1,0
63,1.0,20.0,31.02,0.0,19.4,415.4,0.0,,620.4,1035.8,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,3.0,33.833699,-118.314387,40705.0,1.0,20.0,,0,1,0,1,1,0,1,0,1,0,0
64,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.0,34.0,0.0,0,1,1,0,1,0,0,1,1,0,
65,,1.0,47.36,41.0,,45.3,0.0,0.0,47.36,,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,5.0,34.153338,-118.262974,14493.0,1.0,25.0,0.0,1,0,0,1,1,0,1,0,1,0,
66,1.0,16.0,18.99,30.0,95.6,1555.65,0.0,0.0,303.84,1859.49,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,,,,960.0,1.0,39.0,0.0,1,0,1,0,1,0,1,0,1,0,3
67,1.0,50.0,31.56,4.0,95.05,,0.0,50.0,1578.0,6516.7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,3.0,34.506627,-118.699048,22177.0,1.0,67.0,,1,0,1,0,0,1,0,1,0,0,
68,1.0,48.0,0.0,48.0,45.55,2108.35,0.0,0.0,0.0,,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3.0,33.044541,-116.833922,33104.0,1.0,26.0,2.0,1,0,0,1,1,0,1,0,0,0,
69,1.0,65.0,,17.0,84.85,5459.2,0.0,0.0,2713.1,8172.299999999999,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,36.623632,-119.741322,,1.0,57.0,0.0,1,0,0,0,1,0,1,0,1,0,0
70,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37.329725,-120.306399,4150.0,,,,0,0,0,0,0,0,0,0,0,0,
71,1.0,71.0,40.63,69.0,,4681.75,4.7,0.0,2884.73,7561.780000000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,3.0,33.844983,-117.952151,60553.0,1.0,29.0,0.0,0,1,0,1,1,0,0,1,0,0,0
72,1.0,71.0,0.0,8.0,,4145.25,0.0,0.0,,4145.25,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,4.0,37.803883,-122.208417,,1.0,31.0,0.0,1,0,1,0,1,0,0,1,1,0,
73,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,34.983808,,1933.0,1.0,61.0,,0,1,1,0,1,0,1,0,1,0,0
74,1.0,,37.08,7.0,67.8,653.15,0.0,0.0,,1023.95,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,5.0,40.03194,-122.176023,3357.0,1.0,62.0,0.0,0,0,1,0,1,0,0,1,1,0,
75,1.0,65.0,19.58,26.0,107.45,7047.5,0.0,0.0,1272.6999999999998,8320.2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,,34.049172,-118.115022,26933.0,1.0,65.0,,1,0,1,0,0,1,0,0,0,1,0
76,1.0,5.0,41.93,0.0,19.65,92.05,0.0,,209.65,301.7,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,,39.913777,-122.289984,13840.0,1.0,62.0,0.0,1,0,1,0,1,0,1,0,0,0,0
77,1.0,16.0,7.14,0.0,19.7,301.55,0.0,0.0,114.24,,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,3.0,34.108455,-118.362081,,1.0,44.0,2.0,1,0,1,0,1,0,0,0,0,1,0
78,1.0,43.0,48.1,51.0,71.9,3173.35,,0.0,2068.3,5241.65,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,,,,,1.0,24.0,0.0,0,1,0,1,1,0,0,1,1,0,0
79,1.0,30.0,47.06,24.0,55.65,1653.85,0.0,0.0,1411.8000000000002,,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3.0,34.39583,-117.734568,413.0,1.0,35.0,0.0,0,1,1,0,1,0,1,0,1,0,
80,1.0,61.0,32.05,0.0,,,0.0,0.0,1955.05,3453.4,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,,34.142747,-117.300864,24644.0,1.0,62.0,1.0,0,0,1,0,1,0,1,0,0,1,0
81,1.0,17.0,22.61,19.0,83.55,,0.0,0.0,,1713.52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,,33.012751,,7615.0,1.0,60.0,0.0,1,0,1,0,1,0,1,0,1,0,0
82,1.0,4.0,27.57,27.0,79.0,303.15,0.0,0.0,110.28,413.43,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,3.0,38.349195,-121.902943,171.0,1.0,,0.0,1,0,1,0,1,0,1,0,1,0,2
